N/100,pN,Z/100,pZ,przewidywane_BE/A(MeV)
1.58,1,0.19,0,5.8187
1.58,1,0.2,1,5.79675
1.58,1,0.21,0,5.84855
1.58,1,0.22,1,5.82592
1.58,1,0.23,0,5.87123
1.58,1,0.24,1,5.84563
1.58,1,0.25,0,5.88351
1.58,1,0.26,1,5.85175
1.58,1,0.27,0,5.88062
1.58,1,0.28,1,5.83926
1.58,1,0.29,0,5.85762
1.58,1,0.3,1,5.80523
1.58,1,0.31,0,5.81332
1.58,1,0.32,1,5.75341
1.58,1,0.33,0,5.7545
1.58,1,0.34,1,5.69512
1.58,1,0.35,0,5.69399
1.58,1,0.36,1,5.64287
1.58,1,0.37,0,5.64324
1.58,1,0.38,1,5.6043
1.58,1,0.39,0,5.60777
1.58,1,0.4,1,5.58109
1.58,1,0.41,0,5.58743
1.58,1,0.42,1,5.57066
1.58,1,0.43,0,5.57869
1.58,1,0.44,1,5.56886
1.58,1,0.45,0,5.57734
1.58,1,0.46,1,5.572
1.58,1,0.47,0,5.57999
1.58,1,0.48,1,5.57749
1.58,1,0.49,0,5.58437
1.58,1,0.5,1,5.58371
1.58,1,0.51,0,5.58914
1.58,1,0.52,1,5.58977
1.58,1,0.53,0,5.59355
1.58,1,0.54,1,5.59517
1.58,1,0.55,0,5.5972
1.58,1,0.56,1,5.59969
1.58,1,0.57,0,5.59995
1.58,1,0.58,1,5.60331
1.58,1,0.59,0,5.60184
1.58,1,0.6,1,5.60619
1.58,1,0.61,0,5.6031
1.58,1,0.62,1,5.60873
1.58,1,0.63,0,5.60429
1.58,1,0.64,1,5.61172
1.58,1,0.65,0,5.60642
1.58,1,0.66,1,5.61664
1.58,1,0.67,0,5.61137
1.58,1,0.68,1,5.62609
1.58,1,0.69,0,5.62243
1.58,1,0.7,1,5.64462
1.58,1,0.71,0,5.64529
1.58,1,0.72,1,5.67985
1.58,1,0.73,0,5.68932
1.58,1,0.74,1,5.74389
1.58,1,0.75,0,5.76894
1.58,1,0.76,1,5.8539
1.58,1,0.77,0,5.90321
1.58,1,0.78,1,6.02849
1.58,1,0.79,0,6.10875
1.58,1,0.8,1,6.27302
1.58,1,0.81,0,6.37917
1.58,1,0.82,1,6.55526
1.58,1,0.83,0,6.66459
1.58,1,0.84,1,6.813
1.58,1,0.85,0,6.9057
1.58,1,0.86,1,7.01669
1.58,1,0.87,0,7.0923
1.58,1,0.88,1,7.17632
1.58,1,0.89,0,7.23504
1.58,1,0.9,1,7.29394
1.58,1,0.91,0,7.33354
1.58,1,0.92,1,7.36938
1.58,1,0.93,0,7.39253
1.58,1,0.94,1,7.41157
1.58,1,0.95,0,7.42242
1.58,1,0.96,1,7.43012
1.58,1,0.97,0,7.43145
1.58,1,0.98,1,7.43123
1.58,1,0.99,0,7.4248
1.58,1,1,1,7.41905
1.58,1,1.01,0,7.40628
1.58,1,1.02,1,7.39703
1.58,1,1.03,0,7.37914
1.58,1,1.04,1,7.36815
1.58,1,1.05,0,7.34617
1.58,1,1.06,1,7.33487
1.58,1,1.07,0,7.30957
1.58,1,1.08,1,7.29908
1.58,1,1.09,0,7.271
1.58,1,1.1,1,7.26214
1.58,1,1.11,0,7.2316
1.58,1,1.12,1,7.22494
1.58,1,1.13,0,7.19214
1.58,1,1.14,1,7.18805
1.58,1,1.15,0,7.15308
1.58,1,1.16,1,7.15179
1.58,1,1.17,0,7.11467
1.58,1,1.18,1,7.11631
1.58,1,1.19,0,7.07702
1.58,1,1.2,1,7.08166
1.58,1,1.21,0,7.04014
1.58,1,1.22,1,7.04779
1.58,1,1.23,0,7.00398
1.58,1,1.24,1,7.01465
1.58,1,1.25,0,6.96847
1.58,1,1.26,1,6.98213
1.58,1,1.27,0,6.9335
1.58,1,1.28,1,6.95012
1.58,1,1.29,0,6.89897
1.58,1,1.3,1,6.9185
1.58,1,1.31,0,6.86477
1.58,1,1.32,1,6.88715
1.58,1,1.33,0,6.83079
1.58,1,1.34,1,6.85595
1.58,1,1.35,0,6.79692
1.58,1,1.36,1,6.82479
1.58,1,1.37,0,6.76307
1.58,1,1.38,1,6.79357
1.58,1,1.39,0,6.72914
1.58,1,1.4,1,6.76218
1.58,1,1.41,0,6.69507
1.58,1,1.42,1,6.73054
1.58,1,1.43,0,6.66079
1.58,1,1.44,1,6.69856
1.58,1,1.45,0,6.62625
1.58,1,1.46,1,6.66619
1.58,1,1.47,0,6.59142
1.58,1,1.48,1,6.63336
1.58,1,1.49,0,6.55628
1.58,1,1.5,1,6.60005
1.59,0,0.01,0,5.30512
1.59,0,0.02,1,5.23954
1.59,0,0.03,0,5.48562
1.59,0,0.04,1,5.42965
1.59,0,0.05,0,5.62438
1.59,0,0.06,1,5.57522
1.59,0,0.07,0,5.73471
1.59,0,0.08,1,5.69204
1.59,0,0.09,0,5.82579
1.59,0,0.1,1,5.7895
1.59,0,0.11,0,5.90347
1.59,0,0.12,1,5.87314
1.59,0,0.13,0,5.97133
1.59,0,0.14,1,5.94623
1.59,0,0.15,0,6.03145
1.59,0,0.16,1,6.01065
1.59,0,0.17,0,6.08487
1.59,0,0.18,1,6.0672
1.59,0,0.19,0,6.13176
1.59,0,0.2,1,6.11574
1.59,0,0.21,0,6.17132
1.59,0,0.22,1,6.15501
1.59,0,0.23,0,6.20156
1.59,0,0.24,1,6.18226
1.59,0,0.25,0,6.21895
1.59,0,0.26,1,6.19328
1.59,0,0.27,0,6.21863
1.59,0,0.28,1,6.18345
1.59,0,0.29,0,6.19631
1.59,0,0.3,1,6.15133
1.59,0,0.31,0,6.15259
1.59,0,0.32,1,6.10278
1.59,0,0.33,0,6.09621
1.59,0,0.34,1,6.05014
1.59,0,0.35,0,6.04061
1.59,0,0.36,1,6.00529
1.59,0,0.37,0,5.99638
1.59,0,0.38,1,5.97452
1.59,0,0.39,0,5.96771
1.59,0,0.4,1,5.95806
1.59,0,0.41,0,5.95315
1.59,0,0.42,1,5.95246
1.59,0,0.43,0,5.94844
1.59,0,0.44,1,5.95336
1.59,0,0.45,0,5.94925
1.59,0,0.46,1,5.95728
1.59,0,0.47,0,5.95237
1.59,0,0.48,1,5.9619
1.59,0,0.49,0,5.95579
1.59,0,0.5,1,5.96586
1.59,0,0.51,0,5.95834
1.59,0,0.52,1,5.96841
1.59,0,0.53,0,5.95939
1.59,0,0.54,1,5.96917
1.59,0,0.55,0,5.95863
1.59,0,0.56,1,5.96799
1.59,0,0.57,0,5.95595
1.59,0,0.58,1,5.96486
1.59,0,0.59,0,5.95139
1.59,0,0.6,1,5.95992
1.59,0,0.61,0,5.94514
1.59,0,0.62,1,5.95348
1.59,0,0.63,0,5.9376
1.59,0,0.64,1,5.94615
1.59,0,0.65,0,5.92953
1.59,0,0.66,1,5.939
1.59,0,0.67,0,5.92231
1.59,0,0.68,1,5.93393
1.59,0,0.69,0,5.91832
1.59,0,0.7,1,5.93427
1.59,0,0.71,0,5.92173
1.59,0,0.72,1,5.94562
1.59,0,0.73,0,5.93951
1.59,0,0.74,1,5.97711
1.59,0,0.75,0,5.98271
1.59,0,0.76,1,6.04239
1.59,0,0.77,0,6.06712
1.59,0,0.78,1,6.15848
1.59,0,0.79,0,6.21018
1.59,0,0.8,1,6.3375
1.59,0,0.81,0,6.41784
1.59,0,0.82,1,6.56644
1.59,0,0.83,0,6.6614
1.59,0,0.84,1,6.79573
1.59,0,0.85,0,6.88321
1.59,0,0.86,1,6.98335
1.59,0,0.87,0,7.05763
1.59,0,0.88,1,7.13492
1.59,0,0.89,0,7.19826
1.59,0,0.9,1,7.25889
1.59,0,0.91,0,7.3059
1.59,0,0.92,1,7.34664
1.59,0,0.93,0,7.37495
1.59,0,0.94,1,7.39824
1.59,0,0.95,0,7.41111
1.59,0,0.96,1,7.42223
1.59,0,0.97,0,7.42329
1.59,0,0.98,1,7.42603
1.59,0,0.99,0,7.41771
1.59,0,1,1,7.41449
1.59,0,1.01,0,7.39863
1.59,0,1.02,1,7.39141
1.59,0,1.03,0,7.3696
1.59,0,1.04,1,7.36016
1.59,0,1.05,0,7.33376
1.59,0,1.06,1,7.32364
1.59,0,1.07,0,7.29373
1.59,0,1.08,1,7.28418
1.59,0,1.09,0,7.25156
1.59,0,1.1,1,7.24351
1.59,0,1.11,0,7.20872
1.59,0,1.12,1,7.20285
1.59,0,1.13,0,7.16622
1.59,0,1.14,1,7.16297
1.59,0,1.15,0,7.12469
1.59,0,1.16,1,7.12432
1.59,0,1.17,0,7.08448
1.59,0,1.18,1,7.08713
1.59,0,1.19,0,7.04575
1.59,0,1.2,1,7.05147
1.59,0,1.21,0,7.00852
1.59,0,1.22,1,7.01731
1.59,0,1.23,0,6.97273
1.59,0,1.24,1,6.98456
1.59,0,1.25,0,6.93829
1.59,0,1.26,1,6.95311
1.59,0,1.27,0,6.90505
1.59,0,1.28,1,6.9228
1.59,0,1.29,0,6.87286
1.59,0,1.3,1,6.89348
1.59,0,1.31,0,6.84158
1.59,0,1.32,1,6.865
1.59,0,1.33,0,6.81103
1.59,0,1.34,1,6.83719
1.59,0,1.35,0,6.78107
1.59,0,1.36,1,6.80991
1.59,0,1.37,0,6.75155
1.59,0,1.38,1,6.783
1.59,0,1.39,0,6.72233
1.59,0,1.4,1,6.75632
1.59,0,1.41,0,6.69327
1.59,0,1.42,1,6.72974
1.59,0,1.43,0,6.66424
1.59,0,1.44,1,6.70312
1.59,0,1.45,0,6.63514
1.59,0,1.46,1,6.67635
1.59,0,1.47,0,6.60585
1.59,0,1.48,1,6.64932
1.59,0,1.49,0,6.57631
1.59,0,1.5,1,6.62193
1.6,1,0.01,0,5.17323
1.6,1,0.02,1,5.12867
1.6,1,0.03,0,5.32045
1.6,1,0.04,1,5.2839
1.6,1,0.05,0,5.43333
1.6,1,0.06,1,5.39921
1.6,1,0.07,0,5.52155
1.6,1,0.08,1,5.48932
1.6,1,0.09,0,5.59272
1.6,1,0.1,1,5.56286
1.6,1,0.11,0,5.65221
1.6,1,0.12,1,5.62504
1.6,1,0.13,0,5.70345
1.6,1,0.14,1,5.67896
1.6,1,0.15,0,5.74851
1.6,1,0.16,1,5.72636
1.6,1,0.17,0,5.78848
1.6,1,0.18,1,5.768
1.6,1,0.19,0,5.82357
1.6,1,0.2,1,5.80373
1.6,1,0.21,0,5.85309
1.6,1,0.22,1,5.8323
1.6,1,0.23,0,5.87518
1.6,1,0.24,1,5.85102
1.6,1,0.25,0,5.8864
1.6,1,0.26,1,5.85561
1.6,1,0.27,0,5.88186
1.6,1,0.28,1,5.84108
1.6,1,0.29,0,5.85678
1.6,1,0.3,1,5.805
1.6,1,0.31,0,5.81071
1.6,1,0.32,1,5.7521
1.6,1,0.33,0,5.75137
1.6,1,0.34,1,5.69426
1.6,1,0.35,0,5.69187
1.6,1,0.36,1,5.64364
1.6,1,0.37,0,5.64308
1.6,1,0.38,1,5.60718
1.6,1,0.39,0,5.60982
1.6,1,0.4,1,5.58592
1.6,1,0.41,0,5.59138
1.6,1,0.42,1,5.57696
1.6,1,0.43,0,5.58404
1.6,1,0.44,1,5.57613
1.6,1,0.45,0,5.5836
1.6,1,0.46,1,5.57985
1.6,1,0.47,0,5.58682
1.6,1,0.48,1,5.58565
1.6,1,0.49,0,5.59155
1.6,1,0.5,1,5.59203
1.6,1,0.51,0,5.59652
1.6,1,0.52,1,5.59813
1.6,1,0.53,0,5.60103
1.6,1,0.54,1,5.60349
1.6,1,0.55,0,5.6047
1.6,1,0.56,1,5.60789
1.6,1,0.57,0,5.60737
1.6,1,0.58,1,5.61128
1.6,1,0.59,0,5.60905
1.6,1,0.6,1,5.61374
1.6,1,0.61,0,5.60988
1.6,1,0.62,1,5.61557
1.6,1,0.63,0,5.61024
1.6,1,0.64,1,5.6173
1.6,1,0.65,0,5.61086
1.6,1,0.66,1,5.61999
1.6,1,0.67,0,5.61307
1.6,1,0.68,1,5.62552
1.6,1,0.69,0,5.61927
1.6,1,0.7,1,5.63721
1.6,1,0.71,0,5.63363
1.6,1,0.72,1,5.66074
1.6,1,0.73,0,5.66325
1.6,1,0.74,1,5.70549
1.6,1,0.75,0,5.71949
1.6,1,0.76,1,5.78571
1.6,1,0.77,0,5.81895
1.6,1,0.78,1,5.91989
1.6,1,0.79,0,5.98089
1.6,1,0.8,1,6.12314
1.6,1,0.81,0,6.21479
1.6,1,0.82,1,6.38675
1.6,1,0.83,0,6.49586
1.6,1,0.84,1,6.66097
1.6,1,0.85,0,6.76275
1.6,1,0.86,1,6.89181
1.6,1,0.87,0,6.9759
1.6,1,0.88,1,7.07298
1.6,1,0.89,0,7.1414
1.6,1,0.9,1,7.2135
1.6,1,0.91,0,7.26367
1.6,1,0.92,1,7.3107
1.6,1,0.93,0,7.3423
1.6,1,0.94,1,7.36883
1.6,1,0.95,0,7.38589
1.6,1,0.96,1,7.39853
1.6,1,0.97,0,7.40478
1.6,1,0.98,1,7.40814
1.6,1,0.99,0,7.4058
1.6,1,1,1,7.40272
1.6,1,1.01,0,7.39335
1.6,1,1.02,1,7.38598
1.6,1,1.03,0,7.37089
1.6,1,1.04,1,7.36108
1.6,1,1.05,0,7.34143
1.6,1,1.06,1,7.33073
1.6,1,1.07,0,7.30741
1.6,1,1.08,1,7.29707
1.6,1,1.09,0,7.27075
1.6,1,1.1,1,7.26168
1.6,1,1.11,0,7.23279
1.6,1,1.12,1,7.22565
1.6,1,1.13,0,7.19447
1.6,1,1.14,1,7.18971
1.6,1,1.15,0,7.15636
1.6,1,1.16,1,7.15425
1.6,1,1.17,0,7.11881
1.6,1,1.18,1,7.11952
1.6,1,1.19,0,7.08197
1.6,1,1.2,1,7.08559
1.6,1,1.21,0,7.0459
1.6,1,1.22,1,7.05247
1.6,1,1.23,0,7.01058
1.6,1,1.24,1,7.0201
1.6,1,1.25,0,6.97593
1.6,1,1.26,1,6.98839
1.6,1,1.27,0,6.94188
1.6,1,1.28,1,6.95724
1.6,1,1.29,0,6.9083
1.6,1,1.3,1,6.92654
1.6,1,1.31,0,6.87511
1.6,1,1.32,1,6.89616
1.6,1,1.33,0,6.84217
1.6,1,1.34,1,6.866
1.6,1,1.35,0,6.80939
1.6,1,1.36,1,6.83593
1.6,1,1.37,0,6.77667
1.6,1,1.38,1,6.80584
1.6,1,1.39,0,6.74391
1.6,1,1.4,1,6.77564
1.6,1,1.41,0,6.71103
1.6,1,1.42,1,6.74523
1.6,1,1.43,0,6.67795
1.6,1,1.44,1,6.71452
1.6,1,1.45,0,6.64462
1.6,1,1.46,1,6.68344
1.6,1,1.47,0,6.61099
1.6,1,1.48,1,6.65193
1.6,1,1.49,0,6.57704
1.6,1,1.5,1,6.61994
1.61,0,0.01,0,5.31994
1.61,0,0.02,1,5.25868
1.61,0,0.03,0,5.49671
1.61,0,0.04,1,5.44439
1.61,0,0.05,0,5.63299
1.61,0,0.06,1,5.5872
1.61,0,0.07,0,5.74165
1.61,0,0.08,1,5.70217
1.61,0,0.09,0,5.83159
1.61,0,0.1,1,5.79829
1.61,0,0.11,0,5.90849
1.61,0,0.12,1,5.88093
1.61,0,0.13,0,5.97578
1.61,0,0.14,1,5.95323
1.61,0,0.15,0,6.03546
1.61,0,0.16,1,6.01697
1.61,0,0.17,0,6.08849
1.61,0,0.18,1,6.07288
1.61,0,0.19,0,6.13496
1.61,0,0.2,1,6.12072
1.61,0,0.21,0,6.17395
1.61,0,0.22,1,6.15906
1.61,0,0.23,0,6.20331
1.61,0,0.24,1,6.18499
1.61,0,0.25,0,6.21931
1.61,0,0.26,1,6.19413
1.61,0,0.27,0,6.21702
1.61,0,0.28,1,6.18202
1.61,0,0.29,0,6.19243
1.61,0,0.3,1,6.14785
1.61,0,0.31,0,6.14697
1.61,0,0.32,1,6.09842
1.61,0,0.33,0,6.09029
1.61,0,0.34,1,6.04646
1.61,0,0.35,0,6.03589
1.61,0,0.36,1,6.00337
1.61,0,0.37,0,5.99373
1.61,0,0.38,1,5.97469
1.61,0,0.39,0,5.96726
1.61,0,0.4,1,5.96009
1.61,0,0.41,0,5.95451
1.61,0,0.42,1,5.95584
1.61,0,0.43,0,5.9511
1.61,0,0.44,1,5.95765
1.61,0,0.45,0,5.95279
1.61,0,0.46,1,5.96215
1.61,0,0.47,0,5.9565
1.61,0,0.48,1,5.96715
1.61,0,0.49,0,5.96034
1.61,0,0.5,1,5.97138
1.61,0,0.51,0,5.9632
1.61,0,0.52,1,5.97414
1.61,0,0.53,0,5.9645
1.61,0,0.54,1,5.97506
1.61,0,0.55,0,5.96395
1.61,0,0.56,1,5.97399
1.61,0,0.57,0,5.96142
1.61,0,0.58,1,5.97091
1.61,0,0.59,0,5.95693
1.61,0,0.6,1,5.9659
1.61,0,0.61,0,5.9506
1.61,0,0.62,1,5.9592
1.61,0,0.63,0,5.94272
1.61,0,0.64,1,5.95123
1.61,0,0.65,0,5.93383
1.61,0,0.66,1,5.94276
1.61,0,0.67,0,5.92493
1.61,0,0.68,1,5.93519
1.61,0,0.69,0,5.91775
1.61,0,0.7,1,5.93093
1.61,0,0.71,0,5.91536
1.61,0,0.72,1,5.93417
1.61,0,0.73,0,5.92298
1.61,0,0.74,1,5.95189
1.61,0,0.75,0,5.9492
1.61,0,0.76,1,5.99507
1.61,0,0.77,0,6.00713
1.61,0,0.78,1,6.07916
1.61,0,0.79,0,6.11397
1.61,0,0.8,1,6.22053
1.61,0,0.81,0,6.28431
1.61,0,0.82,1,6.42302
1.61,0,0.83,0,6.51127
1.61,0,0.84,1,6.65652
1.61,0,0.85,0,6.74909
1.61,0,0.86,1,6.86719
1.61,0,0.87,0,6.94759
1.61,0,0.88,1,7.03519
1.61,0,0.89,0,7.10441
1.61,0,0.9,1,7.17428
1.61,0,0.91,0,7.23081
1.61,0,0.92,1,7.28229
1.61,0,0.93,0,7.3204
1.61,0,0.94,1,7.35205
1.61,0,0.95,0,7.37249
1.61,0,0.96,1,7.38907
1.61,0,0.97,0,7.39587
1.61,0,0.98,1,7.40241
1.61,0,0.99,0,7.39871
1.61,0,1,1,7.39834
1.61,0,1.01,0,7.38624
1.61,0,1.02,1,7.38112
1.61,0,1.03,0,7.36235
1.61,0,1.04,1,7.35432
1.61,0,1.05,0,7.33035
1.61,0,1.06,1,7.32103
1.61,0,1.07,0,7.2931
1.61,0,1.08,1,7.28384
1.61,0,1.09,0,7.25288
1.61,0,1.1,1,7.24474
1.61,0,1.11,0,7.2114
1.61,0,1.12,1,7.20515
1.61,0,1.13,0,7.16987
1.61,0,1.14,1,7.16601
1.61,0,1.15,0,7.12906
1.61,0,1.16,1,7.12791
1.61,0,1.17,0,7.08942
1.61,0,1.18,1,7.09116
1.61,0,1.19,0,7.05119
1.61,0,1.2,1,7.05591
1.61,0,1.21,0,7.01444
1.61,0,1.22,1,7.02215
1.61,0,1.23,0,6.97915
1.61,0,1.24,1,6.98982
1.61,0,1.25,0,6.94523
1.61,0,1.26,1,6.95883
1.61,0,1.27,0,6.91256
1.61,0,1.28,1,6.92903
1.61,0,1.29,0,6.881
1.61,0,1.3,1,6.90029
1.61,0,1.31,0,6.85039
1.61,0,1.32,1,6.87244
1.61,0,1.33,0,6.82059
1.61,0,1.34,1,6.84533
1.61,0,1.35,0,6.79144
1.61,0,1.36,1,6.81881
1.61,0,1.37,0,6.76279
1.61,0,1.38,1,6.79274
1.61,0,1.39,0,6.73449
1.61,0,1.4,1,6.76696
1.61,0,1.41,0,6.70642
1.61,0,1.42,1,6.74135
1.61,0,1.43,0,6.67843
1.61,0,1.44,1,6.71577
1.61,0,1.45,0,6.65042
1.61,0,1.46,1,6.6901
1.61,0,1.47,0,6.62227
1.61,0,1.48,1,6.66422
1.61,0,1.49,0,6.59389
1.61,0,1.5,1,6.63803
1.62,1,0.01,0,5.18697
1.62,1,0.02,1,5.14602
1.62,1,0.03,0,5.33111
1.62,1,0.04,1,5.29734
1.62,1,0.05,0,5.44195
1.62,1,0.06,1,5.41047
1.62,1,0.07,0,5.52881
1.62,1,0.08,1,5.49922
1.62,1,0.09,0,5.5991
1.62,1,0.1,1,5.57187
1.62,1,0.11,0,5.65802
1.62,1,0.12,1,5.63343
1.62,1,0.13,0,5.7089
1.62,1,0.14,1,5.6869
1.62,1,0.15,0,5.75372
1.62,1,0.16,1,5.73394
1.62,1,0.17,0,5.79349
1.62,1,0.18,1,5.77524
1.62,1,0.19,0,5.82837
1.62,1,0.2,1,5.81054
1.62,1,0.21,0,5.85755
1.62,1,0.22,1,5.83847
1.62,1,0.23,0,5.879
1.62,1,0.24,1,5.85616
1.62,1,0.25,0,5.8891
1.62,1,0.26,1,5.85915
1.62,1,0.27,0,5.88284
1.62,1,0.28,1,5.84253
1.62,1,0.29,0,5.85567
1.62,1,0.3,1,5.80447
1.62,1,0.31,0,5.80793
1.62,1,0.32,1,5.75066
1.62,1,0.33,0,5.74825
1.62,1,0.34,1,5.69343
1.62,1,0.35,0,5.68989
1.62,1,0.36,1,5.64454
1.62,1,0.37,0,5.64314
1.62,1,0.38,1,5.6102
1.62,1,0.39,0,5.61207
1.62,1,0.4,1,5.59086
1.62,1,0.41,0,5.5955
1.62,1,0.42,1,5.58332
1.62,1,0.43,0,5.58948
1.62,1,0.44,1,5.5834
1.62,1,0.45,0,5.58991
1.62,1,0.46,1,5.58767
1.62,1,0.47,0,5.59367
1.62,1,0.48,1,5.59377
1.62,1,0.49,0,5.59873
1.62,1,0.5,1,5.6003
1.62,1,0.51,0,5.60389
1.62,1,0.52,1,5.60644
1.62,1,0.53,0,5.60851
1.62,1,0.54,1,5.61178
1.62,1,0.55,0,5.61221
1.62,1,0.56,1,5.61608
1.62,1,0.57,0,5.61484
1.62,1,0.58,1,5.61929
1.62,1,0.59,0,5.61637
1.62,1,0.6,1,5.62145
1.62,1,0.61,0,5.61689
1.62,1,0.62,1,5.62274
1.62,1,0.63,0,5.61667
1.62,1,0.64,1,5.62357
1.62,1,0.65,0,5.61622
1.62,1,0.66,1,5.62466
1.62,1,0.67,0,5.61647
1.62,1,0.68,1,5.62736
1.62,1,0.69,0,5.61917
1.62,1,0.7,1,5.63407
1.62,1,0.71,0,5.62735
1.62,1,0.72,1,5.649
1.62,1,0.73,0,5.64628
1.62,1,0.74,1,5.67922
1.62,1,0.75,0,5.68469
1.62,1,0.76,1,5.73605
1.62,1,0.77,0,5.75615
1.62,1,0.78,1,5.83578
1.62,1,0.79,0,5.87893
1.62,1,0.8,1,5.99674
1.62,1,0.81,0,6.07006
1.62,1,0.82,1,6.22648
1.62,1,0.83,0,6.32683
1.62,1,0.84,1,6.49846
1.62,1,0.85,0,6.60546
1.62,1,0.86,1,6.75388
1.62,1,0.87,0,6.84685
1.62,1,0.88,1,6.95886
1.62,1,0.89,0,7.03565
1.62,1,0.9,1,7.12065
1.62,1,0.91,0,7.18133
1.62,1,0.92,1,7.24119
1.62,1,0.93,0,7.28264
1.62,1,0.94,1,7.31866
1.62,1,0.95,0,7.34305
1.62,1,0.96,1,7.36174
1.62,1,0.97,0,7.37349
1.62,1,0.98,1,7.38095
1.62,1,0.99,0,7.3831
1.62,1,1,1,7.38305
1.62,1,1.01,0,7.37742
1.62,1,1.02,1,7.37227
1.62,1,1.03,0,7.36028
1.62,1,1.04,1,7.35195
1.62,1,1.05,0,7.33485
1.62,1,1.06,1,7.325
1.62,1,1.07,0,7.30383
1.62,1,1.08,1,7.29382
1.62,1,1.09,0,7.26936
1.62,1,1.1,1,7.26023
1.62,1,1.11,0,7.23303
1.62,1,1.12,1,7.22554
1.62,1,1.13,0,7.19596
1.62,1,1.14,1,7.19062
1.62,1,1.15,0,7.15887
1.62,1,1.16,1,7.15602
1.62,1,1.17,0,7.12219
1.62,1,1.18,1,7.12203
1.62,1,1.19,0,7.08617
1.62,1,1.2,1,7.08881
1.62,1,1.21,0,7.05088
1.62,1,1.22,1,7.0564
1.62,1,1.23,0,7.01635
1.62,1,1.24,1,7.02475
1.62,1,1.25,0,6.98253
1.62,1,1.26,1,6.99381
1.62,1,1.27,0,6.94934
1.62,1,1.28,1,6.96347
1.62,1,1.29,0,6.91667
1.62,1,1.3,1,6.93362
1.62,1,1.31,0,6.88442
1.62,1,1.32,1,6.90416
1.62,1,1.33,0,6.85249
1.62,1,1.34,1,6.87497
1.62,1,1.35,0,6.82075
1.62,1,1.36,1,6.84592
1.62,1,1.37,0,6.78912
1.62,1,1.38,1,6.81692
1.62,1,1.39,0,6.75748
1.62,1,1.4,1,6.78785
1.62,1,1.41,0,6.72575
1.62,1,1.42,1,6.75861
1.62,1,1.43,0,6.69385
1.62,1,1.44,1,6.72913
1.62,1,1.45,0,6.66171
1.62,1,1.46,1,6.6993
1.62,1,1.47,0,6.62928
1.62,1,1.48,1,6.66907
1.62,1,1.49,0,6.59651
1.62,1,1.5,1,6.63837
1.63,0,0.01,0,5.3344
1.63,0,0.02,1,5.27724
1.63,0,0.03,0,5.50757
1.63,0,0.04,1,5.45874
1.63,0,0.05,0,5.64144
1.63,0,0.06,1,5.5989
1.63,0,0.07,0,5.74849
1.63,0,0.08,1,5.71207
1.63,0,0.09,0,5.83733
1.63,0,0.1,1,5.8069
1.63,0,0.11,0,5.91345
1.63,0,0.12,1,5.88855
1.63,0,0.13,0,5.98017
1.63,0,0.14,1,5.96007
1.63,0,0.15,0,6.03942
1.63,0,0.16,1,6.02314
1.63,0,0.17,0,6.09206
1.63,0,0.18,1,6.07841
1.63,0,0.19,0,6.13809
1.63,0,0.2,1,6.12552
1.63,0,0.21,0,6.17648
1.63,0,0.22,1,6.1629
1.63,0,0.23,0,6.2049
1.63,0,0.24,1,6.18744
1.63,0,0.25,0,6.21945
1.63,0,0.26,1,6.19465
1.63,0,0.27,0,6.21511
1.63,0,0.28,1,6.18024
1.63,0,0.29,0,6.18824
1.63,0,0.3,1,6.1441
1.63,0,0.31,0,6.14118
1.63,0,0.32,1,6.09398
1.63,0,0.33,0,6.08439
1.63,0,0.34,1,6.04285
1.63,0,0.35,0,6.03132
1.63,0,0.36,1,6.00159
1.63,0,0.37,0,5.99128
1.63,0,0.38,1,5.975
1.63,0,0.39,0,5.96698
1.63,0,0.4,1,5.9622
1.63,0,0.41,0,5.95599
1.63,0,0.42,1,5.95926
1.63,0,0.43,0,5.95382
1.63,0,0.44,1,5.96192
1.63,0,0.45,0,5.95634
1.63,0,0.46,1,5.96697
1.63,0,0.47,0,5.96061
1.63,0,0.48,1,5.97234
1.63,0,0.49,0,5.96485
1.63,0,0.5,1,5.97683
1.63,0,0.51,0,5.96801
1.63,0,0.52,1,5.97978
1.63,0,0.53,0,5.96957
1.63,0,0.54,1,5.98087
1.63,0,0.55,0,5.96922
1.63,0,0.56,1,5.97993
1.63,0,0.57,0,5.96687
1.63,0,0.58,1,5.97694
1.63,0,0.59,0,5.96249
1.63,0,0.6,1,5.97194
1.63,0,0.61,0,5.95617
1.63,0,0.62,1,5.96511
1.63,0,0.63,0,5.94812
1.63,0,0.64,1,5.95674
1.63,0,0.65,0,5.93873
1.63,0,0.66,1,5.9474
1.63,0,0.67,0,5.9287
1.63,0,0.68,1,5.93809
1.63,0,0.69,0,5.9193
1.63,0,0.7,1,5.93057
1.63,0,0.71,0,5.91276
1.63,0,0.72,1,5.92793
1.63,0,0.73,0,5.91296
1.63,0,0.74,1,5.93541
1.63,0,0.75,0,5.92643
1.63,0,0.76,1,5.96157
1.63,0,0.77,0,5.96358
1.63,0,0.78,1,6.01938
1.63,0,0.79,0,6.03954
1.63,0,0.8,1,6.12542
1.63,0,0.81,0,6.17162
1.63,0,0.82,1,6.29278
1.63,0,0.83,0,6.36777
1.63,0,0.84,1,6.51239
1.63,0,0.85,0,6.60428
1.63,0,0.86,1,6.73906
1.63,0,0.87,0,6.82603
1.63,0,0.88,1,6.92823
1.63,0,0.89,0,7.00259
1.63,0,0.9,1,7.08109
1.63,0,0.91,0,7.14509
